 ;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;;dead_date;Wet_mass_g_root;Wet_mass_g_;Notes
VA_LAV_5_3_6;VA;LAV;5;3;6;18.02.2020;;;;;;;;;
VA_LAV_5_3_7;VA;LAV;5;3;7;18.02.2020;;;;;;;;;
VA_LAV_5_3_8;VA;LAV;5;3;8;18.02.2020;;;;;;;;;
VA_LAV_5_3_9;VA;LAV;5;3;9;18.02.2020;;;;;;;;;
VA_LAV_5_3_10;VA;LAV;5;3;10;18.02.2020;;;;;;;;;
VA_LAV_5_3_11;VA;LAV;5;3;11;18.02.2020;;;;;;;;;
VA_LAV_5_3_12;VA;LAV;5;3;12;18.02.2020;;;;;;;;;
VA_LAV_5_3_13;VA;LAV;5;3;13;18.02.2020;;;;;;;;;
VA_LAV_5_3_14;VA;LAV;5;3;14;18.02.2020;;;;;;;;;
VA_LAV_5_3_15;VA;LAV;5;3;15;18.02.2020;26.03.2020;;;;;;;;
VA_LAV_5_3_16;VA;LAV;5;3;16;18.02.2020;;"No germination date. 2 seeds.; seed#2 germinated with cotyledons 23.03.2020'";06.03.2020;;;;;;
VA_LAV_5_3_17;VA;LAV;5;3;17;18.02.2020;;;;;;;;;
VA_LAV_5_3_18;VA;LAV;5;3;18;18.02.2020;11.03.2020;;17.03.2020;;;;;;
VA_LAV_5_3_19;VA;LAV;5;3;19;18.02.2020;;;;;;;;;
VA_LAV_5_3_20;VA;LAV;5;3;20;18.02.2020;;;;;;;;;
VA_LAV_5_4_1;VA;LAV;5;4;1;18.02.2020;;;;;;;;;
VA_LAV_5_4_2;VA;LAV;5;4;2;18.02.2020;;;;;;;;;
VA_LAV_5_4_3;VA;LAV;5;4;3;18.02.2020;;;;;;;;;
VA_LAV_5_4_4;VA;LAV;5;4;4;18.02.2020;02.03.2020;dead 06.03.2020. Well, it has cotyledons 17.03.2020;17.03.2020;;;;;;
VA_LAV_5_4_5;VA;LAV;5;4;5;18.02.2020;24.02.2020;seed has not germinated 06.03.2020;;;;;;;
VA_LAV_5_4_6;VA;LAV;5;4;6;18.02.2020;;;;;;;;;
VA_LAV_5_4_7;VA;LAV;5;4;7;18.02.2020;24.02.2020;seed has not germinated 06.03.2020;;;;;;;
VA_LAV_5_4_8;VA;LAV;5;4;8;18.02.2020;;;;;;;;;
VA_LAV_5_4_9;VA;LAV;5;4;9;18.02.2020;;;;;;;;;
VA_LAV_5_4_10;VA;LAV;5;4;10;18.02.2020;;;;;;;;;
VA_LAV_5_4_11;VA;LAV;5;4;11;18.02.2020;;;;;;;;;
VA_LAV_5_4_12;VA;LAV;5;4;12;18.02.2020;;;;;;;;;
VA_LAV_5_4_13;VA;LAV;5;4;13;18.02.2020;;;;;;;;;
VA_LAV_5_4_14;VA;LAV;5;4;14;18.02.2020;;;;;;;;;
VA_LAV_5_4_15;VA;LAV;5;4;15;18.02.2020;;;;;;;;;
VA_LAV_5_4_16;VA;LAV;5;4;16;18.02.2020;;;;;;;;;
VA_LAV_5_4_17;VA;LAV;5;4;17;18.02.2020;;;;;;;;;
VA_LAV_5_4_18;VA;LAV;5;4;18;18.02.2020;;;;;;;;;
VA_LAV_5_4_19;VA;LAV;5;4;19;18.02.2020;24.02.2020;;;;;;;;
VA_LAV_5_4_20;VA;LAV;5;4;20;18.02.2020;;;;;;;;;
VA_LAV_5_5_1;VA;LAV;5;5;1;18.02.2020;;;;;;;;;
VA_LAV_5_5_2;VA;LAV;5;5;2;18.02.2020;26.02.2020;;04.03.2020;;;;;;
VA_LAV_5_5_3;VA;LAV;5;5;3;18.02.2020;;;;;;;;;
VA_LAV_5_5_4;VA;LAV;5;5;4;18.02.2020;06.03.2020;;06.03.2020;;;;;;
VA_LAV_5_5_5;VA;LAV;5;5;5;18.02.2020;06.03.2020;;06.03.2020;;;;;;
VA_LAV_5_5_6;VA;LAV;5;5;6;18.02.2020;25.02.2020;;04.03.2020;;;;;;
VA_LAV_5_5_7;VA;LAV;5;5;7;18.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_LAV_5_5_8;VA;LAV;5;5;8;18.02.2020;;;;;;;;;
VA_LAV_5_5_9;VA;LAV;5;5;9;18.02.2020;25.02.2020;;04.03.2020;;;;;;
VA_LAV_5_5_10;VA;LAV;5;5;10;18.02.2020;06.03.2020;;06.03.2020;;;;;;
VA_LAV_5_5_11;VA;LAV;5;5;11;18.02.2020;;;;;;;;;
VA_LAV_5_5_12;VA;LAV;5;5;12;18.02.2020;06.03.2020;;06.03.2020;;;;;;
VA_LAV_5_5_13;VA;LAV;5;5;13;18.02.2020;;;;;;;;;
VA_LAV_5_5_14;VA;LAV;5;5;14;18.02.2020;17.03.2020;seems mouldy at root 17.03.2020;17.03.2020;;;;;;
VA_LAV_5_5_15;VA;LAV;5;5;15;18.02.2020;;dead;;;;;;;
VA_LAV_5_5_16;VA;LAV;5;5;16;18.02.2020;04.03.2020;;06.03.2020;;;;;;
VA_LAV_5_5_17;VA;LAV;5;5;17;18.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_LAV_5_5_18;VA;LAV;5;5;18;18.02.2020;06.03.2020;;17.03.2020;;;;;;
VA_LAV_5_5_19;VA;LAV;5;5;19;18.02.2020;06.03.2020;;17.03.2020;30.03.2020;;;;;
VA_LAV_5_5_20;VA;LAV;5;5;20;18.02.2020;25.02.2020;;29.02.2020;;;;;;
VA_LAV_5_6_1;VA;LAV;5;6;1;18.02.2020;30.03.2020;;;;;;;;
VA_LAV_5_6_2;VA;LAV;5;6;2;18.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_LAV_5_6_3;VA;LAV;5;6;3;18.02.2020;30.03.2020;;02.04.2020;;;;;;
VA_LAV_5_6_4;VA;LAV;5;6;4;18.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_LAV_5_6_5;VA;LAV;5;6;5;18.02.2020;20.03.2020;;26.03.2020;;;;;;
VA_LAV_5_6_6;VA;LAV;5;6;6;18.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_LAV_5_6_7;VA;LAV;5;6;7;18.02.2020;;;;;;;;;
VA_LAV_5_6_8;VA;LAV;5;6;8;18.02.2020;24.02.2020;;06.03.2020;;;;;;
VA_LAV_5_6_9;VA;LAV;5;6;9;18.02.2020;24.02.2020;;29.02.2020;;;;;;
VA_LAV_5_6_10;VA;LAV;5;6;10;18.02.2020;26.02.2020;;06.03.2020;;;;;;
VA_LAV_5_6_11;VA;LAV;5;6;11;18.02.2020;;;;;;;;;
VA_LAV_5_6_12;VA;LAV;5;6;12;18.02.2020;27.02.2020;;02.02.2020;;;;;;
VA_LAV_5_6_13;VA;LAV;5;6;13;18.02.2020;04.03.2020;;17.03.2020;;;;;;
VA_LAV_5_6_14;VA;LAV;5;6;14;18.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_LAV_5_6_15;VA;LAV;5;6;15;18.02.2020;;;;;;;;;
VA_LAV_5_6_16;VA;LAV;5;6;16;18.02.2020;02.04.2020;;;;;;;;
VA_LAV_5_6_17;VA;LAV;5;6;17;18.02.2020;02.02.2020;;06.03.2020;;;;;;
VA_LAV_5_6_18;VA;LAV;5;6;18;18.02.2020;;;;;;;;;
VA_LAV_5_6_19;VA;LAV;5;6;19;18.02.2020;;;;;;;;;
VA_LAV_5_6_20;VA;LAV;5;6;20;18.02.2020;;;;;;;;;
VA_LAV_5_7_1;VA;LAV;5;7;1;18.02.2020;;VERY MOLDY PLATE-17.03.2020;;;;;;;
VA_LAV_5_7_2;VA;LAV;5;7;2;18.02.2020;23.03.2020;;02.04.2020;;;;;;
VA_LAV_5_7_3;VA;LAV;5;7;3;18.02.2020;;;;;;;;;
VA_LAV_5_7_4;VA;LAV;5;7;4;18.02.2020;;;;;;;;;
VA_LAV_5_7_5;VA;LAV;5;7;5;18.02.2020;29.02.2020;;09.03.2020;;;;;;
VA_LAV_5_7_6;VA;LAV;5;7;6;18.02.2020;04.03.2020;;06.03.2020;;;;;;
VA_LAV_5_7_7;VA;LAV;5;7;7;18.02.2020;;Seems dead;;;;;;;
VA_LAV_5_7_8;VA;LAV;5;7;8;18.02.2020;26.02.2020;;04.03.2020;;;;;;
VA_LAV_5_7_9;VA;LAV;5;7;9;18.02.2020;;;;;;;;;
VA_LAV_5_7_10;VA;LAV;5;7;10;18.02.2020;;;;;;;;;
VA_LAV_5_7_11;VA;LAV;5;7;11;18.02.2020;;;;;;;;;
VA_LAV_5_7_12;VA;LAV;5;7;12;18.02.2020;;;;;;;;;
VA_LAV_5_7_13;VA;LAV;5;7;13;18.02.2020;23.03.2020;;23.03.2020;;;;;;
VA_LAV_5_7_14;VA;LAV;5;7;14;18.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_LAV_5_7_15;VA;LAV;5;7;15;18.02.2020;17.03.2020;;17.03.2020;30.03.2020;;;;;
VA_LAV_5_7_16;VA;LAV;5;7;16;18.02.2020;;;;;;;;;
VA_LAV_5_7_17;VA;LAV;5;7;17;18.02.2020;;;;;;;;;
VA_LAV_5_7_18;VA;LAV;5;7;18;18.02.2020;11.03.2020;;17.03.2020;;;;;;
VA_LAV_5_7_19;VA;LAV;5;7;19;18.02.2020;;;;;;;;;
VA_LAV_5_7_20;VA;LAV;5;7;20;18.02.2020;;;;;;;;;
VA_LAV_5_8_1;VA;LAV;5;8;1;18.02.2020;;;;;;;;;
VA_LAV_5_8_2;VA;LAV;5;8;2;18.02.2020;;;;;;;;;
VA_LAV_5_8_3;VA;LAV;5;8;3;18.02.2020;;;;;;;;;
VA_LAV_5_8_4;VA;LAV;5;8;4;18.02.2020;;;;;;;;;
VA_LAV_5_8_5;VA;LAV;5;8;5;18.02.2020;;;;;;;;;
VA_LAV_5_8_6;VA;LAV;5;8;6;18.02.2020;;;;;;;;;
VA_LAV_5_8_7;VA;LAV;5;8;7;18.02.2020;;;;;;;;;
VA_LAV_5_8_8;VA;LAV;5;8;8;18.02.2020;;;;;;;;;
VA_LAV_5_8_9;VA;LAV;5;8;9;18.02.2020;;;;;;;;;
VA_LAV_5_8_10;VA;LAV;5;8;10;18.02.2020;;;;;;;;;
VA_LAV_5_8_11;VA;LAV;5;8;11;18.02.2020;;;;;;;;;
VA_LAV_5_8_12;VA;LAV;5;8;12;18.02.2020;;Seems dead;;;;;;;
VA_LAV_5_8_13;VA;LAV;5;8;13;18.02.2020;;;;;;;;;
VA_LAV_5_8_14;VA;LAV;5;8;14;18.02.2020;;;;;;;;;
VA_LAV_5_8_15;VA;LAV;5;8;15;18.02.2020;;;;;;;;;
VA_LAV_5_8_16;VA;LAV;5;8;16;18.02.2020;;;;;;;;;
VA_LAV_5_8_17;VA;LAV;5;8;17;18.02.2020;;;;;;;;;
VA_LAV_5_8_18;VA;LAV;5;8;18;18.02.2020;;;;;;;;;
VA_LAV_5_8_19;VA;LAV;5;8;19;18.02.2020;26.02.2020;;11.03.2020;;;;;;
VA_LAV_5_8_20;VA;LAV;5;8;20;18.02.2020;09.03.2020;;11.03.2020;;;;;;
VA_LAV_5_9_1;VA;LAV;5;9;1;18.02.2020;;;;;;;;;
VA_LAV_5_9_2;VA;LAV;5;9;2;18.02.2020;;;;;;;;;
VA_LAV_5_9_3;VA;LAV;5;9;3;18.02.2020;;;;;;;;;
VA_LAV_5_9_4;VA;LAV;5;9;4;18.02.2020;11.03.2020;;17.03.2020;;;;;;
VA_LAV_5_9_5;VA;LAV;5;9;5;18.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_LAV_5_9_6;VA;LAV;5;9;6;18.02.2020;23.02.2020;;17.03.2020;;;;;;
VA_LAV_5_9_7;VA;LAV;5;9;7;18.02.2020;;;;;;;;;
VA_LAV_5_9_8;VA;LAV;5;9;8;18.02.2020;;;;;;;;;
VA_LAV_5_9_9;VA;LAV;5;9;9;18.02.2020;;;;;;;;;
VA_LAV_5_9_10;VA;LAV;5;9;10;18.02.2020;;;;;;;;;
VA_LAV_5_9_11;VA;LAV;5;9;11;18.02.2020;;;;;;;;;
VA_LAV_5_9_12;VA;LAV;5;9;12;18.02.2020;;;;;;;;;
VA_LAV_5_9_13;VA;LAV;5;9;13;18.02.2020;;;;;;;;;
VA_LAV_5_9_14;VA;LAV;5;9;14;18.02.2020;;;;;;;;;
VA_LAV_5_9_15;VA;LAV;5;9;15;18.02.2020;;;;;;;;;
VA_LAV_5_9_16;VA;LAV;5;9;16;18.02.2020;;;;;;;;;
VA_LAV_5_9_17;VA;LAV;5;9;17;18.02.2020;;;;;;;;;
VA_LAV_5_9_18;VA;LAV;5;9;18;18.02.2020;26.02.2020;;04.03.2020;;;;;;
VA_LAV_5_9_19;VA;LAV;5;9;19;18.02.2020;;;;;;;;;
VA_LAV_5_9_20;VA;LAV;5;9;20;18.02.2020;;;;;;;;;
VA_LAV_6_1_1;VA;LAV;6;1;1;18.02.2020;;;;;;;;;
VA_LAV_6_1_2;VA;LAV;6;1;2;18.02.2020;;;;;;;;;
VA_LAV_6_1_3;VA;LAV;6;1;3;18.02.2020;;;;;;;;;
VA_LAV_6_1_4;VA;LAV;6;1;4;18.02.2020;;;;;;;;;
VA_LAV_6_1_5;VA;LAV;6;1;5;18.02.2020;;;;;;;;;
VA_LAV_6_1_6;VA;LAV;6;1;6;18.02.2020;;;;;;;;;
VA_LAV_6_1_7;VA;LAV;6;1;7;18.02.2020;;;;;;;;;
VA_LAV_6_1_8;VA;LAV;6;1;8;18.02.2020;;;;;;;;;
VA_LAV_6_1_9;VA;LAV;6;1;9;18.02.2020;;;;;;;;;
VA_LAV_6_1_10;VA;LAV;6;1;10;18.02.2020;;;;;;;;;
VA_LAV_6_1_11;VA;LAV;6;1;11;18.02.2020;;;;;;;;;
VA_LAV_6_1_12;VA;LAV;6;1;12;18.02.2020;;;;;;;;;
VA_LAV_6_1_13;VA;LAV;6;1;13;18.02.2020;;;;;;;;;
VA_LAV_6_1_14;VA;LAV;6;1;14;18.02.2020;;;;;;;;;
VA_LAV_6_1_15;VA;LAV;6;1;15;18.02.2020;;;;;;;;;
VA_LAV_6_1_16;VA;LAV;6;1;16;18.02.2020;;;;;;;;;
VA_LAV_6_1_17;VA;LAV;6;1;17;18.02.2020;;;;;;;;;
VA_LAV_6_1_18;VA;LAV;6;1;18;18.02.2020;;;;;;;;;
VA_LAV_6_1_19;VA;LAV;6;1;19;18.02.2020;;;;;;;;;
VA_LAV_6_1_20;VA;LAV;6;1;20;18.02.2020;;;;;;;;;
VA_LAV_6_2_1;VA;LAV;6;2;1;18.02.2020;;;;;;;;;
VA_LAV_6_2_2;VA;LAV;6;2;2;18.02.2020;;;;;;;;;
VA_LAV_6_2_3;VA;LAV;6;2;3;18.02.2020;;;;;;;;;
VA_LAV_6_2_4;VA;LAV;6;2;4;18.02.2020;;;;;;;;;
VA_LAV_6_2_5;VA;LAV;6;2;5;18.02.2020;;;;;;;;;
VA_LAV_6_2_6;VA;LAV;6;2;6;18.02.2020;;;;;;;;;
VA_LAV_6_2_7;VA;LAV;6;2;7;18.02.2020;;;;;;;;;
VA_LAV_6_2_8;VA;LAV;6;2;8;18.02.2020;;;;;;;;;
VA_LAV_6_2_9;VA;LAV;6;2;9;18.02.2020;;;;;;;;;
VA_LAV_6_2_10;VA;LAV;6;2;10;18.02.2020;;;;;;;;;
VA_LAV_6_2_11;VA;LAV;6;2;11;18.02.2020;;;;;;;;;
VA_LAV_6_2_12;VA;LAV;6;2;12;18.02.2020;;;;;;;;;
VA_LAV_6_2_13;VA;LAV;6;2;13;18.02.2020;17.03.2020;;;;;;;;
VA_LAV_6_2_14;VA;LAV;6;2;14;18.02.2020;;;;;;;;;
VA_LAV_6_2_15;VA;LAV;6;2;15;18.02.2020;;;;;;;;;
VA_LAV_6_2_16;VA;LAV;6;2;16;18.02.2020;;;;;;;;;
VA_LAV_6_2_17;VA;LAV;6;2;17;18.02.2020;;;;;;;;;
VA_LAV_6_2_18;VA;LAV;6;2;18;18.02.2020;;;;;;;;;
VA_LAV_6_2_19;VA;LAV;6;2;19;18.02.2020;;;;;;;;;
VA_LAV_6_2_20;VA;LAV;6;2;20;18.02.2020;;;;;;;;;
VA_LAV_6_3_1;VA;LAV;6;3;1;18.02.2020;;;;;;;;;
VA_LAV_6_3_2;VA;LAV;6;3;2;18.02.2020;;;;;;;;;
VA_LAV_6_3_3;VA;LAV;6;3;3;18.02.2020;;;;;;;;;
VA_LAV_6_3_4;VA;LAV;6;3;4;18.02.2020;;;;;;;;;
VA_LAV_6_3_5;VA;LAV;6;3;5;18.02.2020;;;;;;;;;
VA_LAV_6_3_6;VA;LAV;6;3;6;18.02.2020;;;;;;;;;
VA_LAV_6_3_7;VA;LAV;6;3;7;18.02.2020;;;;;;;;;
VA_LAV_6_3_8;VA;LAV;6;3;8;18.02.2020;;;;;;;;;
VA_LAV_6_3_9;VA;LAV;6;3;9;18.02.2020;;;;;;;;;
VA_LAV_6_3_10;VA;LAV;6;3;10;18.02.2020;;;;;;;;;
VA_LAV_6_3_11;VA;LAV;6;3;11;18.02.2020;;;;;;;;;
VA_LAV_6_3_12;VA;LAV;6;3;12;18.02.2020;;;;;;;;;
VA_LAV_6_3_13;VA;LAV;6;3;13;18.02.2020;;;;;;;;;
VA_LAV_6_3_14;VA;LAV;6;3;14;18.02.2020;;;;;;;;;
VA_LAV_6_3_15;VA;LAV;6;3;15;18.02.2020;;;;;;;;;
VA_LAV_6_3_16;VA;LAV;6;3;16;18.02.2020;;;;;;;;;
VA_LAV_6_3_17;VA;LAV;6;3;17;18.02.2020;;;;;;;;;
VA_LAV_6_3_18;VA;LAV;6;3;18;18.02.2020;;;;;;;;;
VA_LAV_6_3_19;VA;LAV;6;3;19;18.02.2020;;;;;;;;;
VA_LAV_6_3_20;VA;LAV;6;3;20;18.02.2020;;;;;;;;;
VA_LAV_6_4_1;VA;LAV;6;4;1;18.02.2020;;;;;;;;;
VA_LAV_6_4_2;VA;LAV;6;4;2;18.02.2020;;;;;;;;;
VA_LAV_6_4_3;VA;LAV;6;4;3;18.02.2020;;;;;;;;;
VA_LAV_6_4_4;VA;LAV;6;4;4;18.02.2020;;;;;;;;;
VA_LAV_6_4_5;VA;LAV;6;4;5;18.02.2020;;;;;;;;;
VA_LAV_6_4_6;VA;LAV;6;4;6;18.02.2020;;;;;;;;;
VA_LAV_6_4_7;VA;LAV;6;4;7;18.02.2020;;;;;;;;;
VA_LAV_6_4_8;VA;LAV;6;4;8;18.02.2020;;;;;;;;;
VA_LAV_6_4_9;VA;LAV;6;4;9;18.02.2020;;;;;;;;;
VA_LAV_6_4_10;VA;LAV;6;4;10;18.02.2020;;;;;;;;;
VA_LAV_6_4_11;VA;LAV;6;4;11;18.02.2020;;;;;;;;;
VA_LAV_6_4_12;VA;LAV;6;4;12;18.02.2020;;;;;;;;;
VA_LAV_6_4_13;VA;LAV;6;4;13;18.02.2020;;;;;;;;;
VA_LAV_6_4_14;VA;LAV;6;4;14;18.02.2020;;;;;;;;;
VA_LAV_6_4_15;VA;LAV;6;4;15;18.02.2020;;;;;;;;;
VA_LAV_6_4_16;VA;LAV;6;4;16;18.02.2020;;;;;;;;;
VA_LAV_6_4_17;VA;LAV;6;4;17;18.02.2020;;;;;;;;;
VA_LAV_6_4_18;VA;LAV;6;4;18;18.02.2020;;;;;;;;;
VA_LAV_6_4_19;VA;LAV;6;4;19;18.02.2020;;;;;;;;;
VA_LAV_6_4_20;VA;LAV;6;4;20;18.02.2020;;;;;;;;;
VA_LAV_6_5_1;VA;LAV;6;5;1;18.02.2020;;;;;;;;;
VA_LAV_6_5_2;VA;LAV;6;5;2;18.02.2020;;;;;;;;;
VA_LAV_6_5_3;VA;LAV;6;5;3;18.02.2020;;;;;;;;;
VA_LAV_6_5_4;VA;LAV;6;5;4;18.02.2020;;;;;;;;;
VA_LAV_6_5_5;VA;LAV;6;5;5;18.02.2020;;;;;;;;;
VA_LAV_6_5_6;VA;LAV;6;5;6;18.02.2020;;;;;;;;;
VA_LAV_6_5_7;VA;LAV;6;5;7;18.02.2020;;;;;;;;;
VA_LAV_6_5_8;VA;LAV;6;5;8;18.02.2020;;;;;;;;;
VA_LAV_6_5_9;VA;LAV;6;5;9;18.02.2020;;;;;;;;;
VA_LAV_6_5_10;VA;LAV;6;5;10;18.02.2020;;;;;;;;;
VA_LAV_6_5_11;VA;LAV;6;5;11;18.02.2020;;;;;;;;;
VA_LAV_6_5_12;VA;LAV;6;5;12;18.02.2020;;;;;;;;;
VA_LAV_6_5_13;VA;LAV;6;5;13;18.02.2020;;;;;;;;;
VA_LAV_6_5_14;VA;LAV;6;5;14;18.02.2020;;;;;;;;;
VA_LAV_6_5_15;VA;LAV;6;5;15;18.02.2020;;;;;;;;;
VA_LAV_6_5_16;VA;LAV;6;5;16;18.02.2020;;;;;;;;;
VA_LAV_6_5_17;VA;LAV;6;5;17;18.02.2020;;;;;;;;;
VA_LAV_6_5_18;VA;LAV;6;5;18;18.02.2020;;;;;;;;;
VA_LAV_6_5_19;VA;LAV;6;5;19;18.02.2020;;;;;;;;;
VA_LAV_6_5_20;VA;LAV;6;5;20;18.02.2020;;;;;;;;;
VA_LAV_6_6_1;VA;LAV;6;6;1;18.02.2020;;;;;;;;;
VA_LAV_6_6_2;VA;LAV;6;6;2;18.02.2020;;;;;;;;;
VA_LAV_6_6_3;VA;LAV;6;6;3;18.02.2020;;;;;;;;;
VA_LAV_6_6_4;VA;LAV;6;6;4;18.02.2020;;;;;;;;;
VA_LAV_6_6_5;VA;LAV;6;6;5;18.02.2020;;;;;;;;;
VA_LAV_6_6_6;VA;LAV;6;6;6;18.02.2020;;;;;;;;;
VA_LAV_6_6_7;VA;LAV;6;6;7;18.02.2020;;;;;;;;;
VA_LAV_6_6_8;VA;LAV;6;6;8;18.02.2020;;;;;;;;;
VA_LAV_6_6_9;VA;LAV;6;6;9;18.02.2020;;;;;;;;;
VA_LAV_6_6_10;VA;LAV;6;6;10;18.02.2020;;;;;;;;;
VA_LAV_6_6_11;VA;LAV;6;6;11;18.02.2020;;;;;;;;;
VA_LAV_6_6_12;VA;LAV;6;6;12;18.02.2020;;;;;;;;;
VA_LAV_6_6_13;VA;LAV;6;6;13;18.02.2020;;;;;;;;;
VA_LAV_6_6_14;VA;LAV;6;6;14;18.02.2020;;;;;;;;;
VA_LAV_6_6_15;VA;LAV;6;6;15;18.02.2020;;;;;;;;;
VA_LAV_6_6_16;VA;LAV;6;6;16;18.02.2020;;;;;;;;;
VA_LAV_6_6_17;VA;LAV;6;6;17;18.02.2020;;;;;;;;;
VA_LAV_6_6_18;VA;LAV;6;6;18;18.02.2020;;;;;;;;;
VA_LAV_6_6_19;VA;LAV;6;6;19;18.02.2020;;;;;;;;;
VA_LAV_6_6_20;VA;LAV;6;6;20;18.02.2020;;;;;;;;;
VA_LAV_6_7_1;VA;LAV;6;7;1;18.02.2020;;;;;;;;;
VA_LAV_6_7_2;VA;LAV;6;7;2;18.02.2020;;;;;;;;;
VA_LAV_6_7_3;VA;LAV;6;7;3;18.02.2020;;;;;;;;;
VA_LAV_6_7_4;VA;LAV;6;7;4;18.02.2020;;;;;;;;;
VA_LAV_6_7_5;VA;LAV;6;7;5;18.02.2020;;;;;;;;;
VA_LAV_6_7_6;VA;LAV;6;7;6;18.02.2020;;;;;;;;;
VA_LAV_6_7_7;VA;LAV;6;7;7;18.02.2020;;;;;;;;;
VA_LAV_6_7_8;VA;LAV;6;7;8;18.02.2020;;;;;;;;;
VA_LAV_6_7_9;VA;LAV;6;7;9;18.02.2020;;;;;;;;;
VA_LAV_6_7_10;VA;LAV;6;7;10;18.02.2020;;;;;;;;;
VA_LAV_6_7_11;VA;LAV;6;7;11;18.02.2020;;;;;;;;;
VA_LAV_6_7_12;VA;LAV;6;7;12;18.02.2020;;;;;;;;;
VA_LAV_6_7_13;VA;LAV;6;7;13;18.02.2020;;;;;;;;;
VA_LAV_6_7_14;VA;LAV;6;7;14;18.02.2020;;;;;;;;;
VA_LAV_6_7_15;VA;LAV;6;7;15;18.02.2020;;;;;;;;;
VA_LAV_6_7_16;VA;LAV;6;7;16;18.02.2020;;;;;;;;;
VA_LAV_6_7_17;VA;LAV;6;7;17;18.02.2020;;;;;;;;;
VA_LAV_6_7_18;VA;LAV;6;7;18;18.02.2020;;;;;;;;;
VA_LAV_6_7_19;VA;LAV;6;7;19;18.02.2020;;;;;;;;;
VA_LAV_6_7_20;VA;LAV;6;7;20;18.02.2020;;;;;;;;;
VA_LAV_6_8_1;VA;LAV;6;8;1;18.02.2020;;;;;;;;;
VA_LAV_6_8_2;VA;LAV;6;8;2;18.02.2020;;;;;;;;;
VA_LAV_6_8_3;VA;LAV;6;8;3;18.02.2020;;;;;;;;;
VA_LAV_6_8_4;VA;LAV;6;8;4;18.02.2020;;;;;;;;;
VA_LAV_6_8_5;VA;LAV;6;8;5;18.02.2020;;;;;;;;;
VA_LAV_6_8_6;VA;LAV;6;8;6;18.02.2020;;;;;;;;;
VA_LAV_6_8_7;VA;LAV;6;8;7;18.02.2020;;;;;;;;;
VA_LAV_6_8_8;VA;LAV;6;8;8;18.02.2020;;;;;;;;;
VA_LAV_6_8_9;VA;LAV;6;8;9;18.02.2020;;;;;;;;;
VA_LAV_6_8_10;VA;LAV;6;8;10;18.02.2020;;;;;;;;;
VA_LAV_6_8_11;VA;LAV;6;8;11;18.02.2020;;;;;;;;;
VA_LAV_6_8_12;VA;LAV;6;8;12;18.02.2020;;;;;;;;;
VA_LAV_6_8_13;VA;LAV;6;8;13;18.02.2020;;;;;;;;;
VA_LAV_6_8_14;VA;LAV;6;8;14;18.02.2020;;;;;;;;;
VA_LAV_6_8_15;VA;LAV;6;8;15;18.02.2020;;;;;;;;;
VA_LAV_6_8_16;VA;LAV;6;8;16;18.02.2020;;;;;;;;;
VA_LAV_6_8_17;VA;LAV;6;8;17;18.02.2020;;;;;;;;;
VA_LAV_6_8_18;VA;LAV;6;8;18;18.02.2020;;;;;;;;;
VA_LAV_6_8_19;VA;LAV;6;8;19;18.02.2020;;;;;;;;;
VA_LAV_6_8_20;VA;LAV;6;8;20;18.02.2020;;;;;;;;;
VA_LAV_6_9_1;VA;LAV;6;9;1;18.02.2020;;;;;;;;;
VA_LAV_6_9_2;VA;LAV;6;9;2;18.02.2020;;;;;;;;;
VA_LAV_6_9_3;VA;LAV;6;9;3;18.02.2020;;;;;;;;;
VA_LAV_6_9_4;VA;LAV;6;9;4;18.02.2020;;;;;;;;;
VA_LAV_6_9_5;VA;LAV;6;9;5;18.02.2020;;;;;;;;;
VA_LAV_6_9_6;VA;LAV;6;9;6;18.02.2020;;;;;;;;;
VA_LAV_6_9_7;VA;LAV;6;9;7;18.02.2020;;;;;;;;;
VA_LAV_6_9_8;VA;LAV;6;9;8;18.02.2020;;;;;;;;;
VA_LAV_6_9_9;VA;LAV;6;9;9;18.02.2020;;;;;;;;;
VA_LAV_6_9_10;VA;LAV;6;9;10;18.02.2020;;;;;;;;;
VA_LAV_6_9_11;VA;LAV;6;9;11;18.02.2020;;;;;;;;;
VA_LAV_6_9_12;VA;LAV;6;9;12;18.02.2020;;;;;;;;;
VA_LAV_6_9_13;VA;LAV;6;9;13;18.02.2020;;;;;;;;;
VA_LAV_6_9_14;VA;LAV;6;9;14;18.02.2020;;;;;;;;;
VA_LAV_6_9_15;VA;LAV;6;9;15;18.02.2020;;;;;;;;;
VA_LAV_6_9_16;VA;LAV;6;9;16;18.02.2020;;;;;;;;;
VA_LAV_6_9_17;VA;LAV;6;9;17;18.02.2020;;;;;;;;;
VA_LAV_6_9_18;VA;LAV;6;9;18;18.02.2020;;Seems dead;;;;;;;
VA_LAV_6_9_19;VA;LAV;6;9;19;18.02.2020;;Seems dead;;;;;;;
